Tanggal,"Temperatur Minimum	 (°C)",Temperatur Maksimum (°C),Temperatur Rata-rata (°C),Kelembapan Rata-rata (%),Curah Hujan (mm),Lamanya Penyinaran Matahari (jam),Kecepatan Angin Maksimum (m/s),Arah Angin Saat Kecepatan Maksimum (°),Kecepatan Angin Rata-rata (m/s),Arah Angin Terbanyak (°)
24-02-2017,19,28.8,22.8,82,1.8,4,3,30,1,N 
25-02-2017,20,29.2,23.3,86,8.7,6.3,2,240,1,N 
26-02-2017,21,29.5,23.6,83,4.5,2.6,3,270,2,N 
27-02-2017,21,29.8,23.5,82,8888,5.5,5,270,2,N 
28-02-2017,20,28,22.9,85,65.8,5.4,3,120,2,SW
01-03-2017,21,28.6,21.6,90,7,2.8,2,300,1,N 
02-03-2017,19,28.8,22.3,87,70,4.3,5,250,2,E 
03-03-2017,19,30,22.6,83,2.3,4.3,4,240,1,N 
04-03-2017,19,29.6,23.3,81,48,4.9,3,90,2,NE
05-03-2017,19,28,22.6,86,3,6.3,3,300,2,NW
06-03-2017,21,29.4,23.2,85,7.5,4.5,5,270,2,W 
07-03-2017,20,27.8,22.7,84,18.7,4.7,5,280,2,N 
08-03-2017,19,30.6,23.4,79,22.8,2,5,210,1,N 
09-03-2017,20,30.6,23.5,75,9.6,2.4,5,270,2,N 
10-03-2017,20,27.8,22.5,86,73.5,7.2,3,30,2,NE
11-03-2017,20,30.2,23.9,74,20.6,3.3,4,280,2,SW
12-03-2017,20,30,23.9,75,5.7,9.5,5,270,3,W 
13-03-2017,20,31.2,25.1,64,0.6,7.1,3,210,2,W 
14-03-2017,21,30,24.4,70,0,6.8,3,180,1,N 
15-03-2017,21,29.8,23.8,76,0,2.1,4,240,2,W 
16-03-2017,20,,22.7,86,8888,3.1,3,120,1,N 
17-03-2017,21,28.4,22.1,88,2.5,2.3,3,300,1,N 
18-03-2017,21,27.2,22.9,87,22.2,4.2,5,240,2,SW
19-03-2017,20,30.1,23.9,76,27.7,1.2,5,280,2,SW
20-03-2017,20,28.2,23.4,78,0.5,,6,240,2,SW
21-03-2017,20,28.2,23.1,81,2.2,1.1,6,270,2,W 
22-03-2017,21,28.2,23.8,82,3.4,5.9,5,270,3,SW
23-03-2017,,26.6,23.2,81,8.1,3.7,4,240,2,SW
24-03-2017,20,30.2,24,76,1.4,0.8,5,240,2,SW
25-03-2017,20,30.2,24.8,80,0,8,5,240,2,W 
26-03-2017,21,28.2,23.5,78,0,4.4,5,210,2,N 
27-03-2017,21,31,23.8,80,1.6,0.2,5,120,2,N 
28-03-2017,20,30.6,24,80,4.8,5.8,3,240,2,SW
29-03-2017,,30.6,23.7,81,1.4,,4,250,1,W 
30-03-2017,20,29.8,23.4,82,4.3,7.2,5,200,2,W 
31-03-2017,22,28,24.3,79,27.1,5.9,5,280,2,W 
01-04-2017,22,27.8,24,83,8888,,3,270,1,N 
02-04-2017,21,28.8,23.7,82,1.8,0.7,2,270,1,SE
03-04-2017,20,28.2,23,82,30.4,4.5,5,120,2,SW
04-04-2017,20,30,23,83,3.5,0.2,3,60,1,N 
05-04-2017,21,29.8,23.8,82,10.6,3.6,5,240,2,N 
06-04-2017,20,28.2,22.9,84,6.5,5.5,3,270,2,W 
07-04-2017,21,28.8,24,78,1.5,5.4,5,270,2,W 
08-04-2017,,,24.2,77,9.4,2.6,5,240,2,SW
09-04-2017,22,30.4,25,70,0,3.2,4,240,2,SW
10-04-2017,21,29,23.9,82,3.2,4.8,3,240,1,NE
11-04-2017,21,29.4,23.8,85,0.6,4.5,4,270,2,W 
12-04-2017,21,,23.7,83,11.3,3.9,4,60,2,E 
13-04-2017,21,29.8,24.6,77,4,2.8,3,120,2,NE
14-04-2017,21,28.6,24.7,83,3.3,,3,240,1,E 
15-04-2017,22,30,24.4,82,18.4,2.8,4,240,2,SW
16-04-2017,20,29.6,23.7,79,14,6.9,4,270,2,SW
17-04-2017,20,29.8,24.5,77,0,7.1,3,270,2,SW
18-04-2017,21,29.6,24.3,80,8888,6.1,3,240,1,N 
19-04-2017,20,29.3,22.9,84,9.6,4.8,8,30,2,E 
20-04-2017,19,28.8,23.4,80,26.5,4.7,3,40,2,N 
21-04-2017,20,30.6,24.1,80,0,7.1,5,360,1,C 
22-04-2017,20,28.6,23.5,84,19.6,,5,250,2,W 
23-04-2017,21,30.6,24.1,79,2.2,4.7,4,310,1,N 
24-04-2017,21,29.6,24.1,79,8888,4.2,5,110,2,N 
25-04-2017,21,28.6,23.6,80,0,4.5,5,240,2,SW
26-04-2017,21,25.8,22.2,91,2.4,6,2,290,1,N 
27-04-2017,21,29.2,23.2,85,14.2,0.3,5,300,2,N 
28-04-2017,20,28.4,23.4,84,8.6,4.7,3,270,1,N 
29-04-2017,,29.4,22.1,82,8,3,4,330,1,N 
30-04-2017,19,27.4,22.5,84,1.2,5,2,60,1,N 
01-05-2017,19,30,23.1,83,9.5,4.5,4,90,2,E 
02-05-2017,21,29.6,23.9,83,43.6,7.2,3,130,2,SE
03-05-2017,21,30.4,24.3,81,8888,5,5,270,1,C 
04-05-2017,22,30.2,24.2,83,4,5.4,4,120,2,E 
05-05-2017,21,30.5,23.7,84,71.5,6,5,90,3,E 
06-05-2017,20,29,23.3,83,8888,6.5,4,280,2,N 
07-05-2017,20,27.8,22.6,84,8.7,,2,90,1,N 
08-05-2017,,28.4,23,84,7.3,3.5,3,90,1,E 
09-05-2017,21,27.1,23.5,83,37.6,3.6,4,120,2,E 
10-05-2017,21,26.4,23.2,81,4.4,2,3,60,2,NE
11-05-2017,19,29.8,22.8,75,0.6,0.7,3,240,2,N 
12-05-2017,19,30.6,24.1,74,8888,,3,50,2,E 
13-05-2017,19,29.3,23.5,73,1,7.4,4,120,2,W 
14-05-2017,21,30.5,24.5,75,0,8.6,4,260,1,C 
15-05-2017,,30.6,24.3,70,0.4,8.2,3,210,2,SW
16-05-2017,20,30.2,24.5,75,0,8.3,2,36,1,C 
17-05-2017,20,30.6,24.7,73,0,6,4,210,2,SW
18-05-2017,20,30.8,24.4,72,0,6.8,15,20,3,C 
19-05-2017,20,30.4,25.6,70,0,7.2,3,300,1,C 
20-05-2017,20,30.4,24.9,77,0,7.6,3,240,2,NE
21-05-2017,22,30,24.9,75,0,8.3,5,270,2,W 
22-05-2017,21,29.6,24.7,72,0,5.6,4,120,2,SE
23-05-2017,20,30,24.3,75,0,6.1,4,120,2,C 
24-05-2017,21,29.6,24.3,72,0,6.1,2,30,1,C 
25-05-2017,20,30,24,75,0,6.5,5,210,3,SE
26-05-2017,19,30,24,70,0,8.3,3,250,1,C 
27-05-2017,19,31,24.3,76,0,7.7,5,120,2,NE
28-05-2017,20,28.6,23.3,83,8888,3.8,3,20,1,N 
29-05-2017,22,,23,87,23.4,1.8,3,80,2,NE
30-05-2017,21,29.5,23.8,77,10.3,0.3,4,30,1,N 
31-05-2017,21,29,23.9,82,0,5.2,2,90,1,C 
01-06-2017,21,28.2,23.2,87,6.8,,5,270,2,C 
02-06-2017,20,27.6,23.4,84,7.8,2.7,2,120,2,E 
03-06-2017,21,29.2,23.9,83,2.3,2.2,3,260,1,N 
04-06-2017,21,30.2,24.2,79,16.4,6.1,3,60,2,NE
05-06-2017,,29,24.2,80,8888,8,3,240,1,N 
06-06-2017,21,27.8,24.1,78,1.6,5.7,3,220,1,N 
07-06-2017,20,28,23.2,79,0.6,3.6,2,240,1,N 
08-06-2017,19,29,22.8,77,0,4,3,120,1,SE
09-06-2017,19,30.2,24.1,76,0,2.7,3,90,1,E 
10-06-2017,21,30.5,24.4,79,7.2,,5,50,3,E 
11-06-2017,20,29,24,80,0.6,7.9,3,240,2,SW
12-06-2017,20,28.8,23.7,78,0,8.3,2,30,1,C 
13-06-2017,21,27.6,24,80,3.5,,2,30,1,N 
14-06-2017,20,29.4,23.4,81,0,0.7,5,270,2,W 
15-06-2017,20,29,23.6,80,20.8,6.2,4,100,2,N 
16-06-2017,20,30.8,24.4,75,8888,3,4,30,2,N 
17-06-2017,19,30.6,24,71,0,8.2,5,90,2,E 
18-06-2017,18,29.3,22.8,68,0,8.3,5,30,3,E 
19-06-2017,19,28,22.8,74,0,7.7,4,70,2,E 
20-06-2017,19,28,22.7,78,0,7.3,2,210,1,C 
21-06-2017,19,28.6,22.8,75,0,1.5,4,270,1,C 
22-06-2017,21,26.6,23.3,81,0.3,,2,130,1,N 
23-06-2017,20,26.6,22.4,85,0,1.2,3,40,1,C 
24-06-2017,20,26.4,22.6,80,,0.4,4,30,2,N 
25-06-2017,20,30,23.3,75,,0,3,90,2,NE
26-06-2017,20,28.3,23.5,82,,7.2,4,20,2,N 
27-06-2017,20,27.8,23.4,79,8888,3,3,270,1,N 
28-06-2017,20,29,22.7,82,8888,2.5,5,330,2,NE
29-06-2017,19,29.2,22.8,77,,,2,290,1,N 
30-06-2017,20,28.6,23.3,82,0.5,,5,260,3,W 
01-07-2017,,,23.1,81,7.9,7,3,300,2,SW
02-07-2017,,,,,,,,,,
03-07-2017,,,,,,,,,,
04-07-2017,,,,,,,,,,
05-07-2017,,,,,,,,,,
06-07-2017,,,,,,,,,,
07-07-2017,,,,,,,,,,
08-07-2017,,,,,,,,,,
09-07-2017,,,,,,,,,,
10-07-2017,,,,,,,,,,
11-07-2017,,,,,,,,,,
12-07-2017,,,,,,,,,,
13-07-2017,,,,,,,,,,
14-07-2017,,,,,,,,,,
15-07-2017,,,,,,,,,,
16-07-2017,,,,,,,,,,
17-07-2017,,,,,,,,,,
18-07-2017,,,,,,,,,,
19-07-2017,,,,,,,,,,
20-07-2017,,,,,,,,,,
21-07-2017,,,,,,,,,,
22-07-2017,,,,,,,,,,
23-07-2017,,,,,,,,,,
24-07-2017,,,,,,,,,,
25-07-2017,,,,,,,,,,
26-07-2017,,,,,,,,,,
27-07-2017,,,,,,,,,,
28-07-2017,,,,,,,,,,
29-07-2017,,,,,,,,,,
30-07-2017,,,,,,,,,,
31-07-2017,,,,,,,,,,
01-08-2017,18,28.4,22.4,67,0,8.6,8,80,5,E 
02-08-2017,17,28.6,21.7,72,0,9,6,80,4,E 
03-08-2017,,29.6,22.8,68,0,9.4,6,110,4,SE
04-08-2017,,29.2,22.7,69,0,9.1,4,60,2,NE
05-08-2017,18,29.4,22.6,74,0,7,4,260,2,N 
06-08-2017,20,28.7,23.6,71,0,7.9,3,40,2,NE
07-08-2017,18,29.6,23.2,76,8888,5.7,5,230,2,E 
08-08-2017,,31.2,22.9,79,0,,3,250,2,NE
09-08-2017,19,29.4,23.8,77,15.2,7.5,4,230,2,NE
10-08-2017,19,28.8,23.2,77,,5.7,3,70,2,E 
11-08-2017,19,28.8,23.1,78,1,5.7,2,120,2,NE
12-08-2017,19,29.2,24.5,79,0.2,5.3,4,240,1,N 
13-08-2017,21,29.2,24.3,74,0,3.9,4,240,2,N 
14-08-2017,20,28.8,24.3,77,0,6.8,4,110,2,W 
15-08-2017,16,29.6,21.8,62,0,5.4,5,120,3,NE
16-08-2017,17,29.6,21.8,64,0,9.3,5,240,2,NE
17-08-2017,19,29.4,22.7,70,0,7.2,4,290,2,E 
18-08-2017,19,29.4,23.8,69,0,8.3,5,110,2,C 
19-08-2017,20,29,23.8,74,0,3.8,5,60,2,E 
20-08-2017,19,30.2,23.8,75,0,,3,90,2,E 
21-08-2017,19,31,23.8,67,0,6.8,5,120,3,N 
22-08-2017,18,29.4,22.8,71,0,8.8,3,30,2,C 
23-08-2017,18,31,24.3,66,0,7,5,120,2,SE
24-08-2017,19,30.2,23.5,70,0,,5,120,2,NE
25-08-2017,19,30,23.9,65,0,7,5,330,2,NE
26-08-2017,19,31.2,24,62,0,7.2,6,120,2,E 
27-08-2017,17,31.6,23,63,0,7.7,5,120,2,SE
28-08-2017,18,31.4,23.6,65,,,6,30,3,NE
29-08-2017,19,31.6,23.5,74,0,8.5,5,210,2,E 
30-08-2017,20,29.2,23.8,76,29.3,5.7,3,210,2,NE
31-08-2017,20,30.2,24.3,72,0,,3,30,2,NE
01-09-2017,20,30.2,24,72,0,,4,240,1,W 
02-09-2017,19,30.3,23.7,68,0,6.5,5,90,2,NE
03-09-2017,18,30.2,23.3,70,0,,5,90,2,C 
04-09-2017,19,30.2,23.8,72,0,7.5,3,270,1,C 
05-09-2017,20,30,24.6,70,0,6.3,2,60,1,N 
06-09-2017,20,28.4,23.4,77,1.9,5.5,3,210,1,N 
07-09-2017,,30.8,24.2,71,8888,4.2,3,110,2,N 
08-09-2017,19,30.6,24,72,0,7.2,3,90,1,C 
09-09-2017,20,32,24.5,73,0.8,7.7,4,210,2,NW
10-09-2017,20,30.9,24.7,71,0,7.6,5,30,2,N 
11-09-2017,19,32.4,24.5,63,0,8.2,5,110,2,E 
12-09-2017,18,31.4,23.6,68,0,9.8,3,150,1,SE
13-09-2017,19,32.2,24.3,65,0,8.4,4,130,2,SE
14-09-2017,19,29.4,24.5,70,0,9,5,30,2,NE
15-09-2017,20,32.8,25.1,66,0,3.5,6,120,2,NE
16-09-2017,20,32.4,25.2,69,0,,5,90,2,N 
17-09-2017,21,33.4,25.9,61,0,7.7,5,120,3,SE
18-09-2017,20,32,24.6,64,0,9.7,5,50,3,NE
19-09-2017,17,32.4,24,52,0,5.5,3,120,1,C 
20-09-2017,18,31.6,24.3,64,0.3,8.6,3,120,2,SE
21-09-2017,19,28.8,22.6,74,0.9,7.6,3,270,1,N 
22-09-2017,18,31.4,23.6,62,0,4.3,5,10,2,NE
23-09-2017,20,32,24.3,68,0,7.2,3,30,1,NE
24-09-2017,21,27,23.1,79,,7.1,2,30,1,N 
25-09-2017,20,28.5,23.3,81,12.9,0.6,4,30,1,N 
26-09-2017,20,28.6,23.5,81,1.3,3.9,3,320,1,N 
27-09-2017,20,25,21.9,91,4.2,1.9,2,240,1,N 
28-09-2017,21,30.2,24.3,79,10.7,0,2,330,0,N 
29-09-2017,21,29.6,23.5,80,1.8,3.9,5,120,2,N 
30-09-2017,20,29.3,23.8,80,56,4.4,4,280,2,W 
01-10-2017,22,30.4,24.2,81,13.3,3.9,3,230,1,N 
02-10-2017,21,29,24.2,79,8888,,3,300,1,N 
03-10-2017,21,28.6,22.8,87,7.8,,4,310,1,N 
04-10-2017,19,29.8,23.7,77,39.1,2.9,5,30,3,E 
05-10-2017,20,31.4,24.7,76,0,6.8,5,130,2,C 
06-10-2017,20,32.8,25.3,71,0,6.1,5,30,2,NE
07-10-2017,20,30.2,22.1,86,0,9.3,7,330,2,E 
08-10-2017,20,29,23.6,78,25.9,4.4,5,270,2,NE
09-10-2017,20,29.4,22.9,85,0.1,5.8,3,200,2,N 
10-10-2017,21,29.2,23.9,83,20.5,4.4,3,270,1,N 
11-10-2017,21,29,23.2,83,2,1.2,4,270,1,N 
12-10-2017,20,,24,75,20,4.4,7,30,3,N 
13-10-2017,,31.2,24.2,76,0,3,4,250,1,C 
14-10-2017,20,32.2,25.6,67,5.8,6,3,60,2,SE
15-10-2017,20,30.4,24.3,72,0,,3,30,1,C 
16-10-2017,20,27.6,22.8,84,0,5.4,4,260,1,N 
17-10-2017,20,28,23.5,85,7.5,0,3,120,1,N 
18-10-2017,20,20.2,24.1,80,19.8,1.4,3,300,1,N 
19-10-2017,21,28.2,23.2,85,34,,4,270,2,SW
20-10-2017,20,30.5,24.5,75,9.7,3.3,3,30,2,NE
21-10-2017,21,30.4,24.2,75,0.3,6,3,130,1,N 
22-10-2017,20,30,23.2,79,0.5,7.5,5,360,1,N 
23-10-2017,18,30,22.3,80,26,,6,30,2,N 
24-10-2017,18,30.2,24,78,36,7.4,5,270,2,N 
25-10-2017,19,30,23.7,80,12.8,7.3,3,210,1,N 
26-10-2017,21,29,22.8,89,7.4,6.2,2,260,1,N 
27-10-2017,21,29,23.3,84,13,,5,240,1,N 
28-10-2017,21,27.4,22.2,90,34.7,4.6,2,270,1,N 
29-10-2017,21,27.4,23.4,86,8.8,0.9,3,220,1,N 
30-10-2017,20,29,23.9,77,0.3,3.4,3,120,1,N 
31-10-2017,20,32.2,25.3,69,0,3.5,5,100,2,E 
01-11-2017,18,32.2,24.1,56,0,8.6,5,30,2,E 
02-11-2017,19,30.6,24,71,0,7.5,3,260,1,N 
03-11-2017,21,31,24.6,74,0,7.3,4,120,2,NE
04-11-2017,22,28.8,23.4,87,0.4,6.3,3,360,1,N 
05-11-2017,21,29.2,23.2,86,13.7,2.7,4,90,2,NE
06-11-2017,20,28.8,23.1,89,26.5,3.3,2,220,1,N 
07-11-2017,21,26,22.1,92,38.5,4.4,3,120,1,N 
08-11-2017,19,28.8,22.8,83,15.8,0.3,4,270,2,W 
09-11-2017,19,27.4,22.5,88,2.3,4.7,5,30,1,N 
10-11-2017,21,28.8,21.6,90,65,0.5,3,240,1,N 
11-11-2017,,30.8,23.7,83,50.6,2.9,2,150,1,N 
12-11-2017,20,31.6,23.8,80,32.7,3.2,2,90,1,N 
13-11-2017,20,27.4,21.9,91,16.2,5.3,3,220,1,N 
14-11-2017,20,30.6,23.1,83,17.3,1,3,270,1,N 
15-11-2017,,28,23.5,85,23.6,2.5,4,30,1,N 
16-11-2017,21,30.4,23.2,84,1.6,0,4,90,1,N 
17-11-2017,20,29.4,22.2,88,42,4.8,5,300,2,N 
18-11-2017,20,28.6,23.1,84,8.5,4.1,3,120,1,N 
19-11-2017,20,27.4,22.7,86,5.7,2.7,5,270,1,N 
20-11-2017,20,29,22.8,82,10.9,0.4,3,240,1,E 
21-11-2017,20,28.5,23.2,79,8888,3.3,5,190,2,W 
22-11-2017,21,29.8,23.5,87,13.2,0.4,2,110,1,N 
23-11-2017,20,30.4,24.7,75,5.8,4.1,5,330,2,W 
24-11-2017,21,30,24.7,69,0,9.2,4,240,2,W 
25-11-2017,22,27.4,24,71,8888,5.7,5,260,4,W 
26-11-2017,22,26.8,23.5,78,0,0.2,5,250,3,W 
27-11-2017,21,25.6,22.8,86,7.2,0.4,6,270,3,SW
28-11-2017,20,27,23.1,81,34.8,0,5,240,2,SW
29-11-2017,21,28.4,24,78,0.5,0.2,5,270,3,W 
30-11-2017,21,24.4,21.7,90,9.2,2.8,8,230,4,W 
01-12-2017,21,26.8,23.3,83,4.8,0,6,270,4,SW
02-12-2017,22,29.8,24.7,66,1,0,5,240,3,SW
03-12-2017,21,30.8,25.3,71,0,5.3,5,270,4,W 
04-12-2017,22,31.2,25.4,70,0,8.6,6,300,2,W 
05-12-2017,21,30.8,24.7,70,0,7.8,3,220,2,SW
06-12-2017,21,31.6,25.2,70,0,3.4,5,270,2,SW
07-12-2017,,30.2,24.3,82,0.8,9.1,6,260,3,W 
08-12-2017,22,30.6,24.1,82,2.4,,5,300,1,N 
09-12-2017,20,28.6,22.9,85,5.6,5.2,3,240,2,N 
10-12-2017,21,27.8,24.4,75,2.6,3,4,210,2,SW
11-12-2017,,28.7,24.1,75,0.7,1.3,4,260,2,W 
12-12-2017,21,28.4,23.5,84,8888,0.9,5,330,1,N 
13-12-2017,21,27,22.4,89,37.5,0.9,4,240,1,N 
14-12-2017,20,27.5,23,86,15.3,0,3,300,1,N 
15-12-2017,21,28,23.1,80,8888,0.1,5,200,2,W 
16-12-2017,20,29.6,23.4,83,27.7,0.8,5,280,2,W 
17-12-2017,20,29,23.1,83,2.4,6.7,5,240,2,SW
18-12-2017,21,28.4,23.2,80,2,5.6,5,250,3,W 
19-12-2017,21,26.5,23.2,82,7,5.3,5,260,4,W 
20-12-2017,20,26,22.4,87,11.1,0.6,8,240,2,W 
21-12-2017,20,28.6,23.7,75,6,0.5,6,270,3,W 
22-12-2017,21,29.8,24.7,75,8888,4.2,5,260,2,N 
23-12-2017,20,30.6,23.9,70,8888,4.2,6,270,3,W 
24-12-2017,21,30.8,24.9,65,0,8.2,5,270,2,W 
25-12-2017,19,31,24,69,0,8.6,5,250,2,W 
26-12-2017,20,29.8,25,70,0,8.3,6,270,3,SW
27-12-2017,22,29.4,24.6,72,0,8.9,5,210,3,W 
28-12-2017,21,29.8,24.6,64,0,3,5,210,2,SW
29-12-2017,20,30,23.7,72,0,4.7,4,240,2,SW
30-12-2017,20,,24.7,73,0,5.2,5,220,3,SW
31-12-2017,21,31,23.6,81,3,4.5,5,270,2,N 
01-01-2018,19,30.6,23.5,78,31.2,6.4,5,270,2,N 
02-01-2018,20,30.8,23.1,80,25.8,6.9,5,270,2,SE
03-01-2018,21,28.6,23.6,84,1.7,3.8,3,230,1,N 
04-01-2018,21,29,22.9,88,29.2,3.2,3,240,1,N 
05-01-2018,21,27.6,23.5,81,45.6,3,4,270,2,SW
06-01-2018,20,29,24,73,3.7,0.6,6,250,4,W 
07-01-2018,22,27,24.1,69,0.7,3.3,4,250,2,W 
08-01-2018,21,29,24.9,74,0,0,5,300,2,N 
09-01-2018,21,28,23.4,81,0.3,2,4,90,1,N 
10-01-2018,20,29.2,23.3,78,1.9,2.6,5,240,3,SW
11-01-2018,20,29.2,23,72,9.5,5.3,6,260,2,W 
12-01-2018,20,28.4,24.5,64,0,4.5,5,250,3,SW
13-01-2018,21,27.8,23.7,74,0,4.3,8,270,4,W 
14-01-2018,20,27.8,22.1,79,3.2,1.6,5,270,3,W 
15-01-2018,20,27.8,23.2,76,6.8,1.3,3,260,2,W 
16-01-2018,20,26,22.3,74,8888,2.1,8,270,4,SW
17-01-2018,21,27.8,23.3,75,0.5,3.9,5,240,2,SW
18-01-2018,21,27.7,23.1,77,8888,1.8,5,260,3,W 
19-01-2018,21,27.2,23.6,73,2.3,1.2,6,260,3,W 
20-01-2018,21,26.4,23.2,77,8888,1.8,5,240,3,SW
21-01-2018,22,28,23.5,76,0.2,0.3,5,210,3,SW
22-01-2018,21,24.6,22.1,86,1.3,1.1,7,260,4,W 
23-01-2018,20,28.6,23.5,78,1.3,0,5,240,2,W 
24-01-2018,21,29.4,24.1,75,0.3,5,5,210,3,SW
25-01-2018,21,25.6,22.7,82,3.6,5.3,7,240,3,W 
26-01-2018,21,27.8,23.4,78,8888,0.2,8,270,4,W 
27-01-2018,20,27.6,23.5,75,14.6,3.7,5,270,3,W 
28-01-2018,21,25.2,21.8,88,8888,5.2,7,270,3,W 
29-01-2018,21,28,23.3,77,2.2,1,6,270,3,SW
30-01-2018,21,27.8,23.6,80,0.9,2.1,7,240,5,W 
31-01-2018,21,26.8,22.7,84,4,5.4,6,230,2,N 
01-02-2018,21,29.4,24.3,76,4.2,3,5,270,3,W 
02-02-2018,21,29.8,24.1,75,0,6.7,6,260,4,W 
03-02-2018,21,26.5,22.9,81,11.2,8.4,6,270,4,W 
04-02-2018,21,28.4,23.5,77,5.6,1,8,220,3,W 
05-02-2018,21,24.4,21.6,90,0.3,4.4,5,270,2,W 
06-02-2018,20,28.4,23.2,80,10.2,0,8,240,3,SW
07-02-2018,20,28,22.8,84,15.5,5.8,6,270,3,W 
08-02-2018,20,28.4,22.5,82,25.4,5.5,5,270,2,W 
09-02-2018,20,29.4,24.5,74,0,5,5,270,2,W 
10-02-2018,21,30.4,24.5,75,8888,7.7,7,240,3,SW
11-02-2018,21,29.4,24.4,74,0,9.4,7,270,4,W 
12-02-2018,20,25.4,22.3,87,2.6,7.8,5,250,2,W 
13-02-2018,21,28,23.3,81,8.7,2,4,270,2,W 
14-02-2018,21,29.6,23.7,77,4.8,4.6,4,240,2,W 
15-02-2018,22,27.8,22.6,82,0.6,4.3,5,270,3,W 
16-02-2018,21,30.2,24.6,73,12.3,3.6,4,250,2,SW
17-02-2018,19,29.8,24.7,70,0,7.6,4,210,2,SW
18-02-2018,20,30.4,24.3,71,0,8.5,5,240,2,SW
19-02-2018,21,31,24.6,74,0,8.4,7,240,3,N 
20-02-2018,20,30.6,24.2,78,11.3,5.9,5,300,2,N 
21-02-2018,21,30.6,24.4,80,2,6.1,5,270,2,SW
22-02-2018,21,31.2,24.3,77,4.3,6,4,210,2,W 
23-02-2018,20,28,23.2,83,71,8.3,5,260,2,N 
24-02-2018,21,28.8,23.1,83,1.6,2.7,5,260,2,N 
25-02-2018,20,29.4,23.5,82,3.1,4.7,3,240,1,N 
26-02-2018,21,27.6,23.2,85,29.5,4,3,210,1,N 
27-02-2018,21,29,22.5,90,0.5,3.4,4,270,1,N 
28-02-2018,20,29.8,24,79,14.6,3.5,3,270,1,N 
01-03-2018,21,29,23.3,85,7,3.2,3,240,1,N 
02-03-2018,20,30.4,23.4,82,26.4,2.9,5,30,1,N 
03-03-2018,20,27.2,23.9,86,0.7,5.1,3,30,1,N 
04-03-2018,21,28.4,23.7,85,22.5,0.7,2,122,1,N 
05-03-2018,21,28.2,23.6,85,8.8,3.1,2,100,0,N 
06-03-2018,20,27.8,23.1,84,7.9,0.7,2,210,1,N 
07-03-2018,20,30.2,23.1,84,8.7,1.5,5,230,2,N 
08-03-2018,19,29.2,22.2,87,7.9,5.9,3,260,2,W 
09-03-2018,20,30.6,22.3,90,42,3.6,4,270,2,N 
10-03-2018,20,30,24.3,80,2,4.8,4,270,2,SW
11-03-2018,21,29.4,23.6,80,1.3,6.7,5,280,2,SW
12-03-2018,21,29.8,24.1,84,10.5,3.6,4,270,1,N 
13-03-2018,19,28.4,22.5,76,6.3,5.6,3,120,1,N 
14-03-2018,19,30.4,24.3,72,0,4.5,3,190,2,SW
15-03-2018,21,31.2,25.1,72,0,6.5,7,280,4,W 
16-03-2018,20,30.8,23.6,77,0,9.2,3,220,1,N 
17-03-2018,20,27,23.3,84,54.5,6.4,3,270,1,N 
18-03-2018,20,30.8,24,74,3.6,,4,210,2,SW
19-03-2018,20,30,24.6,79,0.5,6.7,6,240,2,SW
20-03-2018,21,30.6,23.5,81,24.2,4.7,4,270,1,N 
21-03-2018,19,29,23.2,77,9.5,5.1,3,240,2,N 
22-03-2018,20,29,22.9,76,0,6.3,7,260,3,NW
23-03-2018,20,30.4,24,78,4.6,4.7,4,240,2,SW
24-03-2018,20,25.8,22.3,85,6.7,7.6,2,180,0,N 
25-03-2018,21,29.4,23.7,77,9.9,1,5,210,2,W 
26-03-2018,21,28.4,22.5,82,0.9,3.5,2,120,1,N 
27-03-2018,21,28.2,22.6,85,5,2.4,3,290,1,N 
28-03-2018,20,29.8,23.8,78,20.6,1.3,15,90,2,N 
29-03-2018,20,30.6,24.8,69,8888,5,4,240,2,SW
30-03-2018,20,31,24,72,0,7.6,5,240,2,SW
31-03-2018,20,30.8,24.6,75,0,7.4,6,270,3,W 
01-04-2018,22,30.4,24.8,70,0,6.3,5,250,3,W 
02-04-2018,21,30.4,23.8,75,0,6,3,270,2,SW
03-04-2018,21,30.4,24.1,81,3.4,6.2,3,270,1,N 
04-04-2018,21,32,24.2,79,11.3,6.1,5,120,2,N 
05-04-2018,21,32.2,25.1,76,0,7,3,120,1,N 
06-04-2018,21,28.8,24,81,12.2,8.1,3,100,1,N 
07-04-2018,20,29.1,23.1,79,0.2,1,4,40,1,N 
08-04-2018,20,29,22.9,82,35.7,5,4,330,1,N 
09-04-2018,20,28.8,22.8,84,2.1,5.4,3,270,1,N 
10-04-2018,20,30.6,23.8,76,7.8,5,5,110,2,N 
11-04-2018,20,29.4,23.7,79,5.7,7.3,6,120,1,N 
12-04-2018,20,29.8,23.5,81,8,5.5,4,120,1,N 
13-04-2018,20,32.3,25.2,76,0,4.5,6,100,3,E 
14-04-2018,21,30.8,24.9,80,8888,7.9,3,260,1,N 
15-04-2018,22,30.8,24.8,76,8888,6.5,3,60,2,N 
16-04-2018,18,29.4,22.9,72,1.6,4.6,4,240,2,N 
17-04-2018,20,29.4,23.6,80,0,6.7,4,250,2,N 
18-04-2018,20,29.8,23.5,82,4,5.8,5,270,2,N 
19-04-2018,20,29,24.4,80,17,9.2,4,270,2,N 
20-04-2018,21,28.2,23.9,86,48.2,3.7,4,30,1,N 
21-04-2018,20,28.6,22.2,90,19.5,1.7,3,300,1,N 
